Localização,Inventário,Denominação do Imobilizado,Vida,Valor Aquisição,Valor Contábil,Item Consumível Similar,Percentagem de Similaridade (%),Data Incorporação,Justificativa de Reprova
3.01 TAUBATÉ,1236494,"GRAND SIENA 1.4 ""CARCAÇA DE VEÍCULO""",10,"R$ 1500,00","R$ 0,00",ANTENA PARA VEÍCULO,33.2%,2020-12-09 00:00:00,MANTER: Baixa similaridade (33.2%) com consumível 'ANTENA PARA VEÍCULO...'. Provavelmente corretamente classificado.
3.01 TAUBATÉ,1266624,SCRAP DE MOTOCICLETA XTZ 150 CROSSER BRANCA YAMAHA,10,"R$ 571,65","R$ 219,13",FILTRO DE COMBUSTÍVEL CROSSER 150,28.6%,2022-11-23 00:00:00,MANTER: Similaridade muito baixa (28.6%). Mantém como patrimônio.
3.01 TAUBATÉ,1266627,SCRAP MOTOCICLETA FACTOR 150 ED YBR BRANCA- YAMAHA,10,"R$ 3028,36","R$ 1160,88",BORRACHA DE SILICONE BRANCA 4-150 RTV,23.8%,2022-11-23 00:00:00,MANTER: Similaridade muito baixa (23.8%). Mantém como patrimônio.
3.01 TAUBATÉ,303937,EIXO TRASEIRO COMP.P/ RURAL FORD 1975,12,"R$ 182,18","R$ 0,00",ROLAMENTO TRASEIRO FORD KA,36.5%,1976-06-30 00:00:00,MANTER: Baixa similaridade (36.5%) com consumível 'ROLAMENTO TRASEIRO FORD KA...'. Provavelmente corretamente classificado.
3.01 TAUBATÉ,460163,TRANSMISSAO GOL,12,"R$ 182,18","R$ 0,00",ARRUELA DA TRANSMISSÃO ZF,41.3%,1985-05-31 00:00:00,AVALIAR: Similaridade moderada (41.3%) com consumível 'ARRUELA DA TRANSMISSÃO ZF...'. Possível reclassificação.
3.01 TAUBATÉ,465047,MOTOR SANTANA USADO VE034808,12,"R$ 182,18","R$ 0,00",MOTOR MONO 1/4,28.3%,1985-11-30 00:00:00,MANTER: Similaridade muito baixa (28.3%). Mantém como patrimônio.
3.01 TAUBATÉ,583763,MOTOR MERCEDES OM 355,12,"R$ 50,28","R$ 0,00",SENSOR DE ROTAÇÃO MOTOR MERCEDES BENZ,38.9%,1993-05-31 00:00:00,MANTER: Baixa similaridade (38.9%) com consumível 'SENSOR DE ROTAÇÃO MOTOR MERCEDES BENZ...'. Provavelmente corretamente classificado.
3.01 TAUBATÉ,655239,MOTOCICLETA HONDA CG 125 TITAN 99/2000,7,"R$ 4466,39","R$ 0,00",CÂMARA DE AR HONDA CG 150,25.2%,1999-11-30 00:00:00,MANTER: Similaridade muito baixa (25.2%). Mantém como patrimônio.
3.01 TAUBATÉ,657498,MOTOR 1.0L ZETEC FORD,12,"R$ 2,45","R$ 0,00",PLACA DE DIODOS FORD KA ZETEC ROCAM 1.0,35.3%,2000-06-30 00:00:00,MANTER: Baixa similaridade (35.3%) com consumível 'PLACA DE DIODOS FORD KA ZETEC ROCAM 1.0...'. Provavelmente corretamente classificado.
3.01 TAUBATÉ,912392,"EMPILHADEIRA 2,5T/HELI CPQD25",20,"R$ 55000,00","R$ 0,00",CABO DE ACELERADOR EMPILHADEIRA HELI,43.7%,2009-11-10 00:00:00,AVALIAR: Similaridade moderada (43.7%) com consumível 'CABO DE ACELERADOR EMPILHADEIRA HELI...'. Possível reclassificação.
3.01 TAUBATÉ,472599,TRANSMISSAO 5 MARCHAS SANTANA,12,"R$ 182,18","R$ 0,00",RADIADOR DO SANTANA 1.8 S/AR,32.2%,1986-12-31 00:00:00,MANTER: Baixa similaridade (32.2%) com consumível 'RADIADOR DO SANTANA 1.8 S/AR...'. Provavelmente corretamente classificado.
3.02 SÃO JOSÉ DOS CAMPOS,858705,"EMPILHADEIRA FRONTAL  2,5 T - CPQD25- HELI",20,"R$ 51500,00","R$ 0,00",CABO DE ACELERADOR EMPILHADEIRA HELI,37.1%,2008-09-26 00:00:00,MANTER: Baixa similaridade (37.1%) com consumível 'CABO DE ACELERADOR EMPILHADEIRA HELI...'. Provavelmente corretamente classificado.
3.03 JACAREÍ,1241712,SCRAP DE AUTOMÓVEL ÉTIOS HB XS 1.3,10,"R$ 12382,39","R$ 1857,35",MECÂNICA DE AUTOMÓVEL I -  METROLOGIA,30.8%,2021-09-24 00:00:00,MANTER: Baixa similaridade (30.8%) com consumível 'MECÂNICA DE AUTOMÓVEL I -  METROLOGIA...'. Provavelmente corretamente classificado.
3.03 JACAREÍ,731057,CAIXA DE CAMBIO,12,"R$ 1000,00","R$ 0,00",JUNTAS P/CAIXA DE CÂMBIO DA KOMBI,53.8%,2004-11-30 00:00:00,AVALIAR: Similaridade moderada (53.8%) com consumível 'JUNTAS P/CAIXA DE CÂMBIO DA KOMBI...'. Possível reclassificação.
3.03 JACAREÍ,628190,"EMPILHADEIRA HYSTER 2,5TON.",20,"R$ 11000,14","R$ 0,00",COOLANT EMPILHADEIRA,33.2%,1996-07-31 00:00:00,MANTER: Baixa similaridade (33.2%) com consumível 'COOLANT EMPILHADEIRA...'. Provavelmente corretamente classificado.
3.03 JACAREÍ,982751,"EMPILHADEIRA 2,5 TON ELETRÔNICA/TOYOTA",20,"R$ 70855,00","R$ 0,00",MICRORUTOR P/EMPILHADEIRA TOYOTA,44.3%,2011-02-11 00:00:00,AVALIAR: Similaridade moderada (44.3%) com consumível 'MICRORUTOR P/EMPILHADEIRA TOYOTA...'. Possível reclassificação.
3.60 PINDAMONHANGABA,1086343,"EMPILHADEIRA 2,5 TONELADAS / GOODSENSE",20,"R$ 63960,00","R$ 0,00",COOLANT EMPILHADEIRA,30.4%,2013-12-09 00:00:00,MANTER: Baixa similaridade (30.4%) com consumível 'COOLANT EMPILHADEIRA...'. Provavelmente corretamente classificado.
3.60 PINDAMONHANGABA,857823,"EMPILHADEIRA FRONTAL  2,5 T -CPQD25 / HELI",20,"R$ 51500,00","R$ 0,00",CABO DE ACELERADOR EMPILHADEIRA HELI,37.1%,2008-09-25 00:00:00,MANTER: Baixa similaridade (37.1%) com consumível 'CABO DE ACELERADOR EMPILHADEIRA HELI...'. Provavelmente corretamente classificado.
3.90 CRUZEIRO,978809,"EMPILHADEIRA 2,5 TON ELETRÔNICA/TOYOTA",20,"R$ 70855,00","R$ 0,00",MICRORUTOR P/EMPILHADEIRA TOYOTA,44.3%,2011-02-11 00:00:00,AVALIAR: Similaridade moderada (44.3%) com consumível 'MICRORUTOR P/EMPILHADEIRA TOYOTA...'. Possível reclassificação.
4.01 ITÚ,1237628,VEÍCULO UTILITÁRIO TIPO FURGÃO - FIORINO - GJN4E47,10,"R$ 76400,00","R$ 0,00",PNEU ARO 165/70R 13 P/VEÍCULO UTILITÁRIO,26.6%,2020-12-21 00:00:00,MANTER: Similaridade muito baixa (26.6%). Mantém como patrimônio.
4.01 ITÚ,1279017,VEÍCULO SEDÃ AUTOMÁTICO CORPORATIVO - GBP-5D82,7,"R$ 119700,00","R$ 63840,00",MOUSE ÓPTICO CORPORATIVO - COM FIO 25/26,26.1%,2023-08-22 00:00:00,MANTER: Similaridade muito baixa (26.1%). Mantém como patrimônio.
4.03 ALUMÍNIO,1279531,VEÍCULO SEDÃ AUTOMÁTICO CORPORATIVO - FSC-5D44,7,"R$ 119700,00","R$ 63840,00",TECLADO CORPORATIVO (SEDE),26.4%,2023-08-15 00:00:00,MANTER: Similaridade muito baixa (26.4%). Mantém como patrimônio.
4.03 ALUMÍNIO,978877,"EMPILHADEIRA 2,5 TON ELETRÔNICA/TOYOTA",20,"R$ 70855,00","R$ 0,00",MICRORUTOR P/EMPILHADEIRA TOYOTA,44.3%,2011-02-11 00:00:00,AVALIAR: Similaridade moderada (44.3%) com consumível 'MICRORUTOR P/EMPILHADEIRA TOYOTA...'. Possível reclassificação.
4.04 SOROCABA,472616,EIXO TRASEIRO SANTANA,12,"R$ 182,18","R$ 0,00",EIXO TRASEIRO COM FREIO A TAMBOR,47.2%,1986-12-31 00:00:00,AVALIAR: Similaridade moderada (47.2%) com consumível 'EIXO TRASEIRO COM FREIO A TAMBOR...'. Possível reclassificação.
4.04 SOROCABA,472617,EIXO TRASEIRO GOL,12,"R$ 182,18","R$ 0,00",CUPILHAS PONTA DE EIXO TRASEIRO GOL 92,60.5%,1986-12-31 00:00:00,RECLASSIFICAR: Alta similaridade (60.5%) com consumível 'CUPILHAS PONTA DE EIXO TRASEIRO GOL 92...'. Forte indicação de má classificação.
4.04 SOROCABA,608260,EIXO DIANTEIRO COM SUSPENSAO,12,"R$ 59,17","R$ 0,00",CANELA SUSPENSAO DIANTEIRO MOTOCICLETA,42.5%,1994-09-30 00:00:00,AVALIAR: Similaridade moderada (42.5%) com consumível 'CANELA SUSPENSAO DIANTEIRO MOTOCICLETA...'. Possível reclassificação.
4.04 SOROCABA,1089364,VEÍCULO HYUNDAI HB20X 1.6 CINZA GLS (ENSINO),7,"R$ 50095,00","R$ 0,00",PEDRISCO ESCLA HO CINZA MÉDIO,23.0%,2014-01-31 00:00:00,MANTER: Similaridade muito baixa (23.0%). Mantém como patrimônio.
4.04 SOROCABA,1259657,SCRAP DE SPACEFOX TREND - PRATA,10,"R$ 4000,00","R$ 1266,67",ACETATO DE PRATA,28.7%,2022-07-27 00:00:00,MANTER: Similaridade muito baixa (28.7%). Mantém como patrimônio.
4.04 SOROCABA,472618,MOTOR SANTANA,12,"R$ 182,18","R$ 0,00",MOTOR VANE,44.2%,1986-12-31 00:00:00,AVALIAR: Similaridade moderada (44.2%) com consumível 'MOTOR VANE...'. Possível reclassificação.
4.04 SOROCABA,608261,MOTOR AUTOMOVEL COMPLETO POT.2.0 CFI,12,"R$ 120,80","R$ 0,00",MOTOR TRACIONADOR COMPLETO,40.8%,1994-09-30 00:00:00,AVALIAR: Similaridade moderada (40.8%) com consumível 'MOTOR TRACIONADOR COMPLETO...'. Possível reclassificação.
4.04 SOROCABA,608267,MOTOR AE GASOLINA E TRANSMISSAO,12,"R$ 4454,43","R$ 0,00",MOTOR ELÉTRICO DA TRANSMISSÃO FOX 1.6 8V,44.1%,1994-09-30 00:00:00,AVALIAR: Similaridade moderada (44.1%) com consumível 'MOTOR ELÉTRICO DA TRANSMISSÃO FOX 1.6 8V...'. Possível reclassificação.
4.04 SOROCABA,996117,VEÍCULO FIAT STRADA TREKK 1.8 - PROTÓTIPO,7,"R$ 40613,46","R$ 0,00",FILTRO AR - VEÍCULO STRADA,36.7%,2011-04-30 00:00:00,MANTER: Baixa similaridade (36.7%) com consumível 'FILTRO AR - VEÍCULO STRADA...'. Provavelmente corretamente classificado.
4.04 SOROCABA,1082298,MOTONETA CRYPTON K / YAMAHA,7,"R$ 3008,76","R$ 0,00",PORCA DO PINHÃO YAMAHA,29.3%,2013-08-31 00:00:00,MANTER: Similaridade muito baixa (29.3%). Mantém como patrimônio.
4.04 SOROCABA,1280819,SCRAP DE MOTOCICLETA FAZER 250 BRANCA - YAMAHA,10,"R$ 15389,00","R$ 8720,43",TINTA PARA TECIDO 250 ML BRANCA,31.9%,2023-10-27 00:00:00,MANTER: Baixa similaridade (31.9%) com consumível 'TINTA PARA TECIDO 250 ML BRANCA...'. Provavelmente corretamente classificado.
4.04 SOROCABA,656490,MOTO HONDA CG 125 TITAN KS 2000 63384,7,"R$ 4438,01","R$ 0,00",MICHA HON42/41 MOTO HONDA,27.2%,2000-04-30 00:00:00,MANTER: Similaridade muito baixa (27.2%). Mantém como patrimônio.
4.04 SOROCABA,656491,MOTO HONDA CG 125 TITAN KS 2000 62511,7,"R$ 4438,01","R$ 0,00",MICHA HON42/41 MOTO HONDA,27.2%,2000-04-30 00:00:00,MANTER: Similaridade muito baixa (27.2%). Mantém como patrimônio.
4.04 SOROCABA,656700,MOTOR COMPLETO P/DESM/MONT.HONDA CG 125,12,"R$ 770,66","R$ 0,00",CABEÇOTE COMPLETO MOTOR DA MOTOCICLETA,33.1%,2000-05-31 00:00:00,MANTER: Baixa similaridade (33.1%) com consumível 'CABEÇOTE COMPLETO MOTOR DA MOTOCICLETA...'. Provavelmente corretamente classificado.
4.04 SOROCABA,656701,MOTOR COMPLETO P/DESM/MONT.HONDA CG 125,12,"R$ 770,66","R$ 0,00",CABEÇOTE COMPLETO MOTOR DA MOTOCICLETA,33.1%,2000-05-31 00:00:00,MANTER: Baixa similaridade (33.1%) com consumível 'CABEÇOTE COMPLETO MOTOR DA MOTOCICLETA...'. Provavelmente corretamente classificado.
4.04 SOROCABA,656702,MOTOR COMPLETO P/DESM/MONT.HONDA CG 125,12,"R$ 770,66","R$ 0,00",CABEÇOTE COMPLETO MOTOR DA MOTOCICLETA,33.1%,2000-05-31 00:00:00,MANTER: Baixa similaridade (33.1%) com consumível 'CABEÇOTE COMPLETO MOTOR DA MOTOCICLETA...'. Provavelmente corretamente classificado.
4.04 SOROCABA,656703,MOTOR COMPLETO P/DESM/MONT.HONDA CG 125,12,"R$ 770,66","R$ 0,00",CABEÇOTE COMPLETO MOTOR DA MOTOCICLETA,33.1%,2000-05-31 00:00:00,MANTER: Baixa similaridade (33.1%) com consumível 'CABEÇOTE COMPLETO MOTOR DA MOTOCICLETA...'. Provavelmente corretamente classificado.
4.04 SOROCABA,978872,"EMPILHADEIRA 2,5 TON ELETRÔNICA/TOYOTA",20,"R$ 70855,00","R$ 0,00",MICRORUTOR P/EMPILHADEIRA TOYOTA,44.3%,2011-02-11 00:00:00,AVALIAR: Similaridade moderada (44.3%) com consumível 'MICRORUTOR P/EMPILHADEIRA TOYOTA...'. Possível reclassificação.
4.99 MAIRINQUE,978882,"EMPILHADEIRA 2,5 TON ELETRÔNICA/TOYOTA",20,"R$ 70855,00","R$ 0,00",MICRORUTOR P/EMPILHADEIRA TOYOTA,44.3%,2011-02-11 00:00:00,AVALIAR: Similaridade moderada (44.3%) com consumível 'MICRORUTOR P/EMPILHADEIRA TOYOTA...'. Possível reclassificação.
5.01 CAMPINAS,1279014,VEÍCULO SEDÃ AUTOMÁTICO CORPORATIVO - GDX-7F24,7,"R$ 119700,00","R$ 63840,00",MOUSE ÓPTICO CORPORATIVO - COM FIO 25/26,26.1%,2023-08-08 00:00:00,MANTER: Similaridade muito baixa (26.1%). Mantém como patrimônio.
5.01 CAMPINAS,663806,EMPILHADEIRA A COMBUSTAO,20,"R$ 10971,00","R$ 0,00",COOLANT EMPILHADEIRA,39.7%,2001-03-31 00:00:00,MANTER: Baixa similaridade (39.7%) com consumível 'COOLANT EMPILHADEIRA...'. Provavelmente corretamente classificado.
5.01 CAMPINAS,978886,"EMPILHADEIRA 2,5 TON ELETRÔNICA/TOYOTA",20,"R$ 70855,00","R$ 0,00",MICRORUTOR P/EMPILHADEIRA TOYOTA,44.3%,2011-02-14 00:00:00,AVALIAR: Similaridade moderada (44.3%) com consumível 'MICRORUTOR P/EMPILHADEIRA TOYOTA...'. Possível reclassificação.
5.02 JUNDIAÍ,912411,"EMPILHADEIRA 2,5 TONELADAS/HELI CPQD25",20,"R$ 55000,00","R$ 0,00",CABO DE ACELERADOR EMPILHADEIRA HELI,37.1%,2009-11-03 00:00:00,MANTER: Baixa similaridade (37.1%) com consumível 'CABO DE ACELERADOR EMPILHADEIRA HELI...'. Provavelmente corretamente classificado.
5.02 JUNDIAÍ,1361750,VEÍCULO INJEÇÃO DIRETA AUTOMÁTICO,7,"R$ 110000,00","R$ 100833,33",PUNÇÃO AUTOMÁTICO 5P,32.1%,2025-07-10 00:00:00,MANTER: Baixa similaridade (32.1%) com consumível 'PUNÇÃO AUTOMÁTICO 5P...'. Provavelmente corretamente classificado.
5.02 JUNDIAÍ,1361751,VEÍCULO INJEÇÃO DIRETA AUTOMÁTICO,7,"R$ 110000,00","R$ 100833,33",PUNÇÃO AUTOMÁTICO 5P,32.1%,2025-07-10 00:00:00,MANTER: Baixa similaridade (32.1%) com consumível 'PUNÇÃO AUTOMÁTICO 5P...'. Provavelmente corretamente classificado.
5.02 JUNDIAÍ,472755,TRANSMISSAO 5 MARCHAS SANTANA,12,"R$ 182,18","R$ 0,00",RADIADOR DO SANTANA 1.8 S/AR,32.2%,1986-12-31 00:00:00,MANTER: Baixa similaridade (32.2%) com consumível 'RADIADOR DO SANTANA 1.8 S/AR...'. Provavelmente corretamente classificado.
5.02 JUNDIAÍ,472762,MOTOR SANTANA,12,"R$ 182,18","R$ 0,00",MOTOR VANE,44.2%,1986-12-31 00:00:00,AVALIAR: Similaridade moderada (44.2%) com consumível 'MOTOR VANE...'. Possível reclassificação.
5.02 JUNDIAÍ,472763,TRANSMISSAO SANTANA,12,"R$ 182,18","R$ 0,00",RADIADOR DO SANTANA 1.8 S/AR,39.9%,1986-12-31 00:00:00,MANTER: Baixa similaridade (39.9%) com consumível 'RADIADOR DO SANTANA 1.8 S/AR...'. Provavelmente corretamente classificado.
5.02 JUNDIAÍ,631175,MOTOR 1.6 MPFI CORSA SEDAN GM,12,"R$ 1546,67","R$ 0,00",VARETA DE ÓLEO CORSA SEDAN 1.6 MPFI 97,49.3%,1997-03-31 00:00:00,AVALIAR: Similaridade moderada (49.3%) com consumível 'VARETA DE ÓLEO CORSA SEDAN 1.6 MPFI 97...'. Possível reclassificação.
5.02 JUNDIAÍ,631176,TRANSMISSAO CORSA SEDAN GM,12,"R$ 991,88","R$ 0,00",MÓDULO DE COMBUSTÍVEL CORSA SEDAN 1.6,42.3%,1997-03-31 00:00:00,AVALIAR: Similaridade moderada (42.3%) com consumível 'MÓDULO DE COMBUSTÍVEL CORSA SEDAN 1.6...'. Possível reclassificação.
5.02 JUNDIAÍ,735815,MOTOR PARCIAL A GASOLINA,12,"R$ 8327,42","R$ 0,00",BLOCO DO MOTOR PARCIAL,52.0%,2005-04-30 00:00:00,AVALIAR: Similaridade moderada (52.0%) com consumível 'BLOCO DO MOTOR PARCIAL...'. Possível reclassificação.
5.02 JUNDIAÍ,946511,VEÍCULO STRADA ADVENTURE FIAT/PROTÓTIPO,7,"R$ 41925,00","R$ 0,00",FILTRO AR - VEÍCULO STRADA,36.7%,2010-06-30 00:00:00,MANTER: Baixa similaridade (36.7%) com consumível 'FILTRO AR - VEÍCULO STRADA...'. Provavelmente corretamente classificado.
5.02 JUNDIAÍ,1243302,SCRAP DE ECOSPORT TITANIUM VERSION - CINZA,10,"R$ 8531,82","R$ 1564,18",BIELETA DA ECOSPORT TITANIUM 2.0 2021,37.9%,2021-11-18 00:00:00,MANTER: Baixa similaridade (37.9%) com consumível 'BIELETA DA ECOSPORT TITANIUM 2.0 2021...'. Provavelmente corretamente classificado.
5.02 JUNDIAÍ,244632,EIXO COMPLETO WILLYS,12,"R$ 182,18","R$ 0,00",EIXO COMPLETO BRAÇO DO ELÍPTICO,45.6%,1972-01-01 00:00:00,AVALIAR: Similaridade moderada (45.6%) com consumível 'EIXO COMPLETO BRAÇO DO ELÍPTICO...'. Possível reclassificação.
5.02 JUNDIAÍ,535332,CAIXA TRANSMISSAO COMPL MONZA 5 VEL,12,"R$ 182,18","R$ 0,00",CAIXA SECA P/TRANSMISSÃO,40.6%,1990-12-31 00:00:00,AVALIAR: Similaridade moderada (40.6%) com consumível 'CAIXA SECA P/TRANSMISSÃO...'. Possível reclassificação.
5.02 JUNDIAÍ,535333,MOTOR 1.8 ALCOOL DO MONZA,12,"R$ 182,18","R$ 0,00",PISTÃO DO MOTOR AP 1.8 0.50  ALCOOL,51.3%,1990-12-31 00:00:00,AVALIAR: Similaridade moderada (51.3%) com consumível 'PISTÃO DO MOTOR AP 1.8 0.50  ALCOOL...'. Possível reclassificação.
5.02 JUNDIAÍ,612166,TRANSMISSAO 5 VELOCIDADE GM,12,"R$ 3,38","R$ 0,00",BOTÃO DE VELOCIDADE +,42.9%,1995-05-31 00:00:00,AVALIAR: Similaridade moderada (42.9%) com consumível 'BOTÃO DE VELOCIDADE +...'. Possível reclassificação.
5.02 JUNDIAÍ,612170,TRANSMISSAO MECANICA R25 GM,12,"R$ 7,23","R$ 0,00",TRANSMISSÃO MECÂNICA (CÓD INATIVO),50.4%,1995-05-31 00:00:00,AVALIAR: Similaridade moderada (50.4%) com consumível 'TRANSMISSÃO MECÂNICA (CÓD INATIVO)...'. Possível reclassificação.
5.02 JUNDIAÍ,638212,MOTOR 1.0 FORD,12,"R$ 4735,45","R$ 0,00",MOTOR 1000KV,41.8%,1997-12-31 00:00:00,AVALIAR: Similaridade moderada (41.8%) com consumível 'MOTOR 1000KV...'. Possível reclassificação.
5.03 PIRACICABA,984857,"EMPILHADEIRA 2,5 TON ELETRÔNICA/TOYOTA",20,"R$ 70855,00","R$ 0,00",MICRORUTOR P/EMPILHADEIRA TOYOTA,44.3%,2011-03-02 00:00:00,AVALIAR: Similaridade moderada (44.3%) com consumível 'MICRORUTOR P/EMPILHADEIRA TOYOTA...'. Possível reclassificação.
5.03 PIRACICABA,1279008,VEÍCULO SEDÃ AUTOMÁTICO CORPORATIVO - EQW-8G42,7,"R$ 119700,00","R$ 63840,00",TECLADO CORPORATIVO (SEDE),25.5%,2023-08-21 00:00:00,MANTER: Similaridade muito baixa (25.5%). Mantém como patrimônio.
5.05 LIMEIRA,1279647,VEÍCULO SEDÃ AUTOMÁTICO CORPORATIVO - FED-4C42,7,"R$ 119700,00","R$ 63840,00",TECLADO CORPORATIVO (SEDE),26.4%,2023-08-31 00:00:00,MANTER: Similaridade muito baixa (26.4%). Mantém como patrimônio.
5.05 LIMEIRA,988949,"EMPILHADEIRA 2,5 TON ELETRÔNICA/TOYOTA",20,"R$ 70855,00","R$ 0,00",MICRORUTOR P/EMPILHADEIRA TOYOTA,44.3%,2011-03-28 00:00:00,AVALIAR: Similaridade moderada (44.3%) com consumível 'MICRORUTOR P/EMPILHADEIRA TOYOTA...'. Possível reclassificação.
5.06 RIO CLARO,979039,"EMPILHADEIRA 2,5 TON ELETRÔNICA/TOYOTA",20,"R$ 70855,00","R$ 0,00",MICRORUTOR P/EMPILHADEIRA TOYOTA,44.3%,2011-02-12 00:00:00,AVALIAR: Similaridade moderada (44.3%) com consumível 'MICRORUTOR P/EMPILHADEIRA TOYOTA...'. Possível reclassificação.
5.06 RIO CLARO,1207644,VEÍCULO SEDÃ MÉDIO / PEUGEOT CITROEN C4L FIB 5312,7,"R$ 81400,00","R$ 0,00",BRONZINA BIELA PEUGEOT/CITROEN,29.6%,2018-06-25 00:00:00,MANTER: Similaridade muito baixa (29.6%). Mantém como patrimônio.
5.06 RIO CLARO,264716,EIXO TRASEIRO COMPLETO F-600-1970,12,"R$ 182,18","R$ 0,00",CUBO TRASEIRO COMPLETO DO FREIO GM,39.7%,1973-07-31 00:00:00,MANTER: Baixa similaridade (39.7%) com consumível 'CUBO TRASEIRO COMPLETO DO FREIO GM...'. Provavelmente corretamente classificado.
5.06 RIO CLARO,472648,EIXO DIANTEIRO SEDAN,12,"R$ 182,18","R$ 0,00",PORCA SEMI EIXO DIANTEIRO DIREITO DUCATO,38.0%,1986-12-31 00:00:00,MANTER: Baixa similaridade (38.0%) com consumível 'PORCA SEMI EIXO DIANTEIRO DIREITO DUCATO...'. Provavelmente corretamente classificado.
5.06 RIO CLARO,472650,MOTOR COMPLETO GOL A ALCOOL,12,"R$ 182,18","R$ 0,00",CABEÇOTE COMPLETO MOTOR AP 1.8,44.8%,1986-12-31 00:00:00,AVALIAR: Similaridade moderada (44.8%) com consumível 'CABEÇOTE COMPLETO MOTOR AP 1.8...'. Possível reclassificação.
5.06 RIO CLARO,472651,MOTOR COMPLETO GOL A ALCOOL,12,"R$ 182,18","R$ 0,00",CABEÇOTE COMPLETO MOTOR AP 1.8,44.8%,1986-12-31 00:00:00,AVALIAR: Similaridade moderada (44.8%) com consumível 'CABEÇOTE COMPLETO MOTOR AP 1.8...'. Possível reclassificação.
5.06 RIO CLARO,472652,EIXO TRASEIRO SANTANA,12,"R$ 182,18","R$ 0,00",EIXO TRASEIRO COM FREIO A TAMBOR,47.2%,1986-12-31 00:00:00,AVALIAR: Similaridade moderada (47.2%) com consumível 'EIXO TRASEIRO COM FREIO A TAMBOR...'. Possível reclassificação.
5.06 RIO CLARO,472653,EIXO TRASEIRO GOL,12,"R$ 182,18","R$ 0,00",CUPILHAS PONTA DE EIXO TRASEIRO GOL 92,60.5%,1986-12-31 00:00:00,RECLASSIFICAR: Alta similaridade (60.5%) com consumível 'CUPILHAS PONTA DE EIXO TRASEIRO GOL 92...'. Forte indicação de má classificação.
5.06 RIO CLARO,583738,MOTOR MERCEDES OM 366A,12,"R$ 43,09","R$ 0,00",JOGO ANÉIS PISTÃO MOTOR MERCEDES 366LA,39.0%,1993-05-31 00:00:00,MANTER: Baixa similaridade (39.0%) com consumível 'JOGO ANÉIS PISTÃO MOTOR MERCEDES 366LA...'. Provavelmente corretamente classificado.
5.06 RIO CLARO,640761,MOTOR FORD CHT 1.0L GASOLINA,12,"R$ 75,84","R$ 0,00",PISTÃO P/MOTOR DE MÁQUINAS A GASOLINA,39.9%,1998-04-30 00:00:00,MANTER: Baixa similaridade (39.9%) com consumível 'PISTÃO P/MOTOR DE MÁQUINAS A GASOLINA...'. Provavelmente corretamente classificado.
5.06 RIO CLARO,758585,MOTOR 229-6 PARA EXPOSICAO MWM,12,"R$ 21000,00","R$ 0,00",ANEIS PARA ÊMBOLOS DO MOTOR MWM 229,47.9%,2006-09-30 00:00:00,AVALIAR: Similaridade moderada (47.9%) com consumível 'ANEIS PARA ÊMBOLOS DO MOTOR MWM 229...'. Possível reclassificação.
5.06 RIO CLARO,758586,MOTOR SPRINT 6 CIL PARA EXPOSICAO MWM,12,"R$ 21000,00","R$ 0,00",JOGO JUNTAS MOTOR MWM SPRINT S10 V 6 CIL,49.0%,2006-09-30 00:00:00,AVALIAR: Similaridade moderada (49.0%) com consumível 'JOGO JUNTAS MOTOR MWM SPRINT S10 V 6 CIL...'. Possível reclassificação.
5.06 RIO CLARO,956879,VEÍCULO PUNTO 1.4  PRATA FLEX / FIAT,7,"R$ 24813,50","R$ 0,00",ELETROINJETOR FIAT PUNTO,32.8%,2010-09-30 00:00:00,MANTER: Baixa similaridade (32.8%) com consumível 'ELETROINJETOR FIAT PUNTO...'. Provavelmente corretamente classificado.
5.06 RIO CLARO,956880,VEÍCULO FIAT PALIO ADVENTURE DUALOGIC 1.8,7,"R$ 46028,83","R$ 0,00",COXIM CÂMBIO FIAT LÍNEA DUALOGIC,34.8%,2010-09-30 00:00:00,MANTER: Baixa similaridade (34.8%) com consumível 'COXIM CÂMBIO FIAT LÍNEA DUALOGIC...'. Provavelmente corretamente classificado.
5.07 AMERICANA,1279009,VEÍCULO SEDÃ AUTOMÁTICO CORPORATIVO - GJS-2G93,7,"R$ 119700,00","R$ 63840,00",CARIMBO AUTOMÁTICO COMPLETO N.° 30,26.1%,2023-08-21 00:00:00,MANTER: Similaridade muito baixa (26.1%). Mantém como patrimônio.
5.07 AMERICANA,979091,"EMPILHADEIRA 2,5 TON ELETRÔNICA/TOYOTA",20,"R$ 70855,00","R$ 0,00",MICRORUTOR P/EMPILHADEIRA TOYOTA,44.3%,2011-02-15 00:00:00,AVALIAR: Similaridade moderada (44.3%) com consumível 'MICRORUTOR P/EMPILHADEIRA TOYOTA...'. Possível reclassificação.
5.08 ITATIBA,980961,"EMPILHADEIRA 2,5 TON ELETRÔNICA/TOYOTA",20,"R$ 70855,00","R$ 0,00",MICRORUTOR P/EMPILHADEIRA TOYOTA,44.3%,2011-02-17 00:00:00,AVALIAR: Similaridade moderada (44.3%) com consumível 'MICRORUTOR P/EMPILHADEIRA TOYOTA...'. Possível reclassificação.
5.09 CAMPINAS,979100,"EMPILHADEIRA 2,5 TON ELETRÔNICA/TOYOTA",20,"R$ 70855,00","R$ 0,00",MICRORUTOR P/EMPILHADEIRA TOYOTA,44.3%,2011-02-14 00:00:00,AVALIAR: Similaridade moderada (44.3%) com consumível 'MICRORUTOR P/EMPILHADEIRA TOYOTA...'. Possível reclassificação.
